"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Male","Dip/Ad-dip",3
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Male","Bachelor",16
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Male","Postgrad",0
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Female","No qualification",0
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Female","Dip/Ad-dip",4
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Female","Bachelor",8
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Female","Postgrad",7
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Male","No qualification",8
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Male"," Cert III/IV",17
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Male","Dip/Ad-dip",15
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Male","Bachelor",24
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Male","Postgrad",6
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Female","No qualification",9
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Female","Dip/Ad-dip",9
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Female","Bachelor",21
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Female","Postgrad",10
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Male","No qualification",15
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Male"," Cert III/IV",10
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Male","Dip/Ad-dip",17
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Male","Bachelor",37
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Male","Postgrad",41
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Female","No qualification",9
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Female","Dip/Ad-dip",6
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Female","Bachelor",16
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Female","Postgrad",10
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Male","No qualification",19
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Male"," Cert III/IV",7
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Male","Dip/Ad-dip",5
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Male","Bachelor",30
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Male","Postgrad",28
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Female","No qualification",12
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Female","Dip/Ad-dip",10
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Female","Bachelor",15
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Female","Postgrad",7
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Male","No qualification",15
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Male"," Cert III/IV",11
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Male","Dip/Ad-dip",4
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Male","Bachelor",18
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Male","Postgrad",17
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Female","No qualification",10
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Female","Dip/Ad-dip",0
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Female","Bachelor",5
"Persons Place of Usual Residence","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Female","Postgrad",7
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","25-34","Male","No qualification",656
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","25-34","Male"," Cert III/IV",570
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","25-34","Male","Dip/Ad-dip",331
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","25-34","Male","Bachelor",1102
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","25-34","Male","Postgrad",460
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","25-34","Female","No qualification",160
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","25-34","Female"," Cert III/IV",91
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","25-34","Female","Dip/Ad-dip",144
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","25-34","Female","Bachelor",446
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","25-34","Female","Postgrad",209
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","35-44","Male","No qualification",1873
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","35-44","Male"," Cert III/IV",1450
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","35-44","Male","Dip/Ad-dip",1065
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","35-44","Male","Bachelor",3320
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","35-44","Male","Postgrad",1883
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","35-44","Female","No qualification",461
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","35-44","Female"," Cert III/IV",154
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","35-44","Female","Dip/Ad-dip",381
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","35-44","Female","Bachelor",1102
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","35-44","Female","Postgrad",688
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","45-54","Male","No qualification",3044
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","45-54","Male"," Cert III/IV",2373
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","45-54","Male","Dip/Ad-dip",1638
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","45-54","Male","Bachelor",4412
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","45-54","Male","Postgrad",3344
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","45-54","Female","No qualification",804
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","45-54","Female"," Cert III/IV",181
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","45-54","Female","Dip/Ad-dip",570
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","45-54","Female","Bachelor",1230
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","45-54","Female","Postgrad",1160
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","55-64","Male","No qualification",2523
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","55-64","Male"," Cert III/IV",1758
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","55-64","Male","Dip/Ad-dip",1305
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","55-64","Male","Bachelor",3112
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","55-64","Male","Postgrad",2337
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","55-64","Female","No qualification",642
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","55-64","Female"," Cert III/IV",94
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","55-64","Female","Dip/Ad-dip",380
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","55-64","Female","Bachelor",761
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","55-64","Female","Postgrad",812
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","Over 65","Male","No qualification",1504
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","Over 65","Male"," Cert III/IV",782
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","Over 65","Male","Dip/Ad-dip",662
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","Over 65","Male","Bachelor",1145
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","Over 65","Male","Postgrad",685
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","Over 65","Female","No qualification",230
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","Over 65","Female"," Cert III/IV",34
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","Over 65","Female","Dip/Ad-dip",107
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","Over 65","Female","Bachelor",171
"Persons Place of Usual Residence","Not attending","Chief Executives and Managing Directors","Over 65","Female","Postgrad",156
"Persons Place of Usual Residence","Not attending","General Managers","25-34","Male","No qualification",918
"Persons Place of Usual Residence","Not attending","General Managers","25-34","Male"," Cert III/IV",613
"Persons Place of Usual Residence","Not attending","General Managers","25-34","Male","Dip/Ad-dip",506
"Persons Place of Usual Residence","Not attending","General Managers","25-34","Male","Bachelor",1186
"Persons Place of Usual Residence","Not attending","General Managers","25-34","Male","Postgrad",468
"Persons Place of Usual Residence","Not attending","General Managers","25-34","Female","No qualification",412
"Persons Place of Usual Residence","Not attending","General Managers","25-34","Female"," Cert III/IV",220
"Persons Place of Usual Residence","Not attending","General Managers","25-34","Female","Dip/Ad-dip",335
"Persons Place of Usual Residence","Not attending","General Managers","25-34","Female","Bachelor",776
"Persons Place of Usual Residence","Not attending","General Managers","25-34","Female","Postgrad",300
"Persons Place of Usual Residence","Not attending","General Managers","35-44","Male","No qualification",2148
"Persons Place of Usual Residence","Not attending","General Managers","35-44","Male"," Cert III/IV",1401
"Persons Place of Usual Residence","Not attending","General Managers","35-44","Male","Dip/Ad-dip",1589
"Persons Place of Usual Residence","Not attending","General Managers","35-44","Male","Bachelor",3063
"Persons Place of Usual Residence","Not attending","General Managers","35-44","Male","Postgrad",1873
"Persons Place of Usual Residence","Not attending","General Managers","35-44","Female","No qualification",783
"Persons Place of Usual Residence","Not attending","General Managers","35-44","Female"," Cert III/IV",265
"Persons Place of Usual Residence","Not attending","General Managers","35-44","Female","Dip/Ad-dip",652
"Persons Place of Usual Residence","Not attending","General Managers","35-44","Female","Bachelor",1568
"Persons Place of Usual Residence","Not attending","General Managers","35-44","Female","Postgrad",897
"Persons Place of Usual Residence","Not attending","General Managers","45-54","Male","No qualification",2422
"Persons Place of Usual Residence","Not attending","General Managers","45-54","Male"," Cert III/IV",1723
"Persons Place of Usual Residence","Not attending","General Managers","45-54","Male","Dip/Ad-dip",1812
"Persons Place of Usual Residence","Not attending","General Managers","45-54","Male","Bachelor",3211
"Persons Place of Usual Residence","Not attending","General Managers","45-54","Male","Postgrad",2603
"Persons Place of Usual Residence","Not attending","General Managers","45-54","Female","No qualification",998
"Persons Place of Usual Residence","Not attending","General Managers","45-54","Female"," Cert III/IV",274
"Persons Place of Usual Residence","Not attending","General Managers","45-54","Female","Dip/Ad-dip",750
"Persons Place of Usual Residence","Not attending","General Managers","45-54","Female","Bachelor",1275
"Persons Place of Usual Residence","Not attending","General Managers","45-54","Female","Postgrad",1046
"Persons Place of Usual Residence","Not attending","General Managers","55-64","Male","No qualification",1567
"Persons Place of Usual Residence","Not attending","General Managers","55-64","Male"," Cert III/IV",1001
"Persons Place of Usual Residence","Not attending","General Managers","55-64","Male","Dip/Ad-dip",1018
"Persons Place of Usual Residence","Not attending","General Managers","55-64","Male","Bachelor",1740
"Persons Place of Usual Residence","Not attending","General Managers","55-64","Male","Postgrad",1349
"Persons Place of Usual Residence","Not attending","General Managers","55-64","Female","No qualification",635
"Persons Place of Usual Residence","Not attending","General Managers","55-64","Female"," Cert III/IV",116
"Persons Place of Usual Residence","Not attending","General Managers","55-64","Female","Dip/Ad-dip",402
"Persons Place of Usual Residence","Not attending","General Managers","55-64","Female","Bachelor",652
"Persons Place of Usual Residence","Not attending","General Managers","55-64","Female","Postgrad",644
"Persons Place of Usual Residence","Not attending","General Managers","Over 65","Male","No qualification",596
"Persons Place of Usual Residence","Not attending","General Managers","Over 65","Male"," Cert III/IV",314
"Persons Place of Usual Residence","Not attending","General Managers","Over 65","Male","Dip/Ad-dip",286
"Persons Place of Usual Residence","Not attending","General Managers","Over 65","Male","Bachelor",603
"Persons Place of Usual Residence","Not attending","General Managers","Over 65","Male","Postgrad",435
"Persons Place of Usual Residence","Not attending","General Managers","Over 65","Female","No qualification",206
"Persons Place of Usual Residence","Not attending","General Managers","Over 65","Female"," Cert III/IV",27
"Persons Place of Usual Residence","Not attending","General Managers","Over 65","Female","Dip/Ad-dip",79
"Persons Place of Usual Residence","Not attending","General Managers","Over 65","Female","Bachelor",126
"Persons Place of Usual Residence","Not attending","General Managers","Over 65","Female","Postgrad",136
"Persons Place of Usual Residence","Not attending","Legislators","25-34","Male","No qualification",13
"Persons Place of Usual Residence","Not attending","Legislators","25-34","Male"," Cert III/IV",14
"Persons Place of Usual Residence","Not attending","Legislators","25-34","Male","Dip/Ad-dip",3
"Persons Place of Usual Residence","Not attending","Legislators","25-34","Male","Bachelor",38
"Persons Place of Usual Residence","Not attending","Legislators","25-34","Male","Postgrad",11
"Persons Place of Usual Residence","Not attending","Legislators","25-34","Female","No qualification",8
"Persons Place of Usual Residence","Not attending","Legislators","25-34","Female"," Cert III/IV",3
"Persons Place of Usual Residence","Not attending","Legislators","25-34","Female","Dip/Ad-dip",8
"Persons Place of Usual Residence","Not attending","Legislators","25-34","Female","Bachelor",32
"Persons Place of Usual Residence","Not attending","Legislators","25-34","Female","Postgrad",8
"Persons Place of Usual Residence","Not attending","Legislators","35-44","Male","No qualification",31
"Persons Place of Usual Residence","Not attending","Legislators","35-44","Male"," Cert III/IV",13
"Persons Place of Usual Residence","Not attending","Legislators","35-44","Male","Dip/Ad-dip",11
"Persons Place of Usual Residence","Not attending","Legislators","35-44","Male","Bachelor",69
"Persons Place of Usual Residence","Not attending","Legislators","35-44","Male","Postgrad",46
"Persons Place of Usual Residence","Not attending","Legislators","35-44","Female","No qualification",21
"Persons Place of Usual Residence","Not attending","Legislators","35-44","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Not attending","Legislators","35-44","Female","Dip/Ad-dip",14
"Persons Place of Usual Residence","Not attending","Legislators","35-44","Female","Bachelor",61
"Persons Place of Usual Residence","Not attending","Legislators","35-44","Female","Postgrad",41
"Persons Place of Usual Residence","Not attending","Legislators","45-54","Male","No qualification",64
"Persons Place of Usual Residence","Not attending","Legislators","45-54","Male"," Cert III/IV",41
"Persons Place of Usual Residence","Not attending","Legislators","45-54","Male","Dip/Ad-dip",42
"Persons Place of Usual Residence","Not attending","Legislators","45-54","Male","Bachelor",80
"Persons Place of Usual Residence","Not attending","Legislators","45-54","Male","Postgrad",68
"Persons Place of Usual Residence","Not attending","Legislators","45-54","Female","No qualification",48
"Persons Place of Usual Residence","Not attending","Legislators","45-54","Female"," Cert III/IV",10
"Persons Place of Usual Residence","Not attending","Legislators","45-54","Female","Dip/Ad-dip",30
"Persons Place of Usual Residence","Not attending","Legislators","45-54","Female","Bachelor",98
"Persons Place of Usual Residence","Not attending","Legislators","45-54","Female","Postgrad",41
"Persons Place of Usual Residence","Not attending","Legislators","55-64","Male","No qualification",111
"Persons Place of Usual Residence","Not attending","Legislators","55-64","Male"," Cert III/IV",41
"Persons Place of Usual Residence","Not attending","Legislators","55-64","Male","Dip/Ad-dip",29
"Persons Place of Usual Residence","Not attending","Legislators","55-64","Male","Bachelor",93
"Persons Place of Usual Residence","Not attending","Legislators","55-64","Male","Postgrad",59
"Persons Place of Usual Residence","Not attending","Legislators","55-64","Female","No qualification",40
"Persons Place of Usual Residence","Not attending","Legislators","55-64","Female"," Cert III/IV",12
"Persons Place of Usual Residence","Not attending","Legislators","55-64","Female","Dip/Ad-dip",30
"Persons Place of Usual Residence","Not attending","Legislators","55-64","Female","Bachelor",56
"Persons Place of Usual Residence","Not attending","Legislators","55-64","Female","Postgrad",55
"Persons Place of Usual Residence","Not attending","Legislators","Over 65","Male","No qualification",85
"Persons Place of Usual Residence","Not attending","Legislators","Over 65","Male"," Cert III/IV",28
"Persons Place of Usual Residence","Not attending","Legislators","Over 65","Male","Dip/Ad-dip",36
"Persons Place of Usual Residence","Not attending","Legislators","Over 65","Male","Bachelor",48
"Persons Place of Usual Residence","Not attending","Legislators","Over 65","Male","Postgrad",39
"Persons Place of Usual Residence","Not attending","Legislators","Over 65","Female","No qualification",43
"Persons Place of Usual Residence","Not attending","Legislators","Over 65","Female"," Cert III/IV",3
"Persons Place of Usual Residence","Not attending","Legislators","Over 65","Female","Dip/Ad-dip",22
"Persons Place of Usual Residence","Not attending","Legislators","Over 65","Female","Bachelor",29
"Persons Place of Usual Residence","Not attending","Legislators","Over 65","Female","Postgrad",20
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","25-34","Male","No qualification",343
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","25-34","Male"," Cert III/IV",223
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","25-34","Male","Dip/Ad-dip",57
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","25-34","Male","Bachelor",86
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","25-34","Male","Postgrad",6
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","25-34","Female","No qualification",100
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","25-34","Female"," Cert III/IV",26
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","25-34","Female","Dip/Ad-dip",19
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","25-34","Female","Bachelor",42
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","25-34","Female","Postgrad",4
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","35-44","Male","No qualification",510
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","35-44","Male"," Cert III/IV",288
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","35-44","Male","Dip/Ad-dip",122
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","35-44","Male","Bachelor",126
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","35-44","Male","Postgrad",7
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","35-44","Female","No qualification",143
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","35-44","Female"," Cert III/IV",38
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","35-44","Female","Dip/Ad-dip",42
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","35-44","Female","Bachelor",78
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","35-44","Female","Postgrad",11
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","45-54","Male","No qualification",860
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","45-54","Male"," Cert III/IV",358
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","45-54","Male","Dip/Ad-dip",138
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","45-54","Male","Bachelor",122
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","45-54","Male","Postgrad",27
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","45-54","Female","No qualification",267
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","45-54","Female"," Cert III/IV",61
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","45-54","Female","Dip/Ad-dip",70
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","45-54","Female","Bachelor",68
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","45-54","Female","Postgrad",18
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","55-64","Male","No qualification",978
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","55-64","Male"," Cert III/IV",322
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","55-64","Male","Dip/Ad-dip",121
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","55-64","Male","Bachelor",97
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","55-64","Male","Postgrad",31
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","55-64","Female","No qualification",410
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","55-64","Female"," Cert III/IV",46
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","55-64","Female","Dip/Ad-dip",90
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","55-64","Female","Bachelor",66
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","55-64","Female","Postgrad",38
"Persons Place of Usual Residence","Not attending","Farmers and Farm Managers, nfd","Over 65","Male","No qualification",1348
