"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","55-64","Male","Dip/Ad-dip",130
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","55-64","Male","Bachelor",97
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","55-64","Male","Postgrad",31
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","55-64","Female","No qualification",419
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","55-64","Female"," Cert III/IV",47
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","55-64","Female","Dip/Ad-dip",95
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","55-64","Female","Bachelor",66
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","55-64","Female","Postgrad",40
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","Over 65","Male","No qualification",1401
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","Over 65","Male"," Cert III/IV",229
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","Over 65","Male","Dip/Ad-dip",88
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","Over 65","Male","Bachelor",81
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","Over 65","Male","Postgrad",29
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","Over 65","Female","No qualification",621
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","Over 65","Female"," Cert III/IV",30
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","Over 65","Female","Dip/Ad-dip",80
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","Over 65","Female","Bachelor",66
"Persons Place of Usual Residence","Farmers and Farm Managers, nfd","Over 65","Female","Postgrad",24
"Persons Place of Usual Residence","Aquaculture Farmers","25-34","Male","No qualification",121
"Persons Place of Usual Residence","Aquaculture Farmers","25-34","Male"," Cert III/IV",60
"Persons Place of Usual Residence","Aquaculture Farmers","25-34","Male","Dip/Ad-dip",20
"Persons Place of Usual Residence","Aquaculture Farmers","25-34","Male","Bachelor",58
"Persons Place of Usual Residence","Aquaculture Farmers","25-34","Male","Postgrad",9
"Persons Place of Usual Residence","Aquaculture Farmers","25-34","Female","No qualification",15
"Persons Place of Usual Residence","Aquaculture Farmers","25-34","Female"," Cert III/IV",6
"Persons Place of Usual Residence","Aquaculture Farmers","25-34","Female","Dip/Ad-dip",3
"Persons Place of Usual Residence","Aquaculture Farmers","25-34","Female","Bachelor",0
"Persons Place of Usual Residence","Aquaculture Farmers","25-34","Female","Postgrad",3
"Persons Place of Usual Residence","Aquaculture Farmers","35-44","Male","No qualification",122
"Persons Place of Usual Residence","Aquaculture Farmers","35-44","Male"," Cert III/IV",63
"Persons Place of Usual Residence","Aquaculture Farmers","35-44","Male","Dip/Ad-dip",30
"Persons Place of Usual Residence","Aquaculture Farmers","35-44","Male","Bachelor",64
"Persons Place of Usual Residence","Aquaculture Farmers","35-44","Male","Postgrad",11
"Persons Place of Usual Residence","Aquaculture Farmers","35-44","Female","No qualification",16
"Persons Place of Usual Residence","Aquaculture Farmers","35-44","Female"," Cert III/IV",4
"Persons Place of Usual Residence","Aquaculture Farmers","35-44","Female","Dip/Ad-dip",4
"Persons Place of Usual Residence","Aquaculture Farmers","35-44","Female","Bachelor",12
"Persons Place of Usual Residence","Aquaculture Farmers","35-44","Female","Postgrad",5
"Persons Place of Usual Residence","Aquaculture Farmers","45-54","Male","No qualification",141
"Persons Place of Usual Residence","Aquaculture Farmers","45-54","Male"," Cert III/IV",81
"Persons Place of Usual Residence","Aquaculture Farmers","45-54","Male","Dip/Ad-dip",30
"Persons Place of Usual Residence","Aquaculture Farmers","45-54","Male","Bachelor",34
"Persons Place of Usual Residence","Aquaculture Farmers","45-54","Male","Postgrad",10
"Persons Place of Usual Residence","Aquaculture Farmers","45-54","Female","No qualification",32
