"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","55-64","Male","Bachelor",852
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","55-64","Male","Postgrad",554
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","55-64","Female","No qualification",687
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","55-64","Female"," Cert III/IV",94
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","55-64","Female","Dip/Ad-dip",229
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","55-64","Female","Bachelor",382
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","55-64","Female","Postgrad",293
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","Over 65","Male","No qualification",677
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","Over 65","Male"," Cert III/IV",372
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","Over 65","Male","Dip/Ad-dip",195
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","Over 65","Male","Bachelor",297
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","Over 65","Male","Postgrad",166
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","Over 65","Female","No qualification",355
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","Over 65","Female"," Cert III/IV",28
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","Over 65","Female","Dip/Ad-dip",71
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","Over 65","Female","Bachelor",82
"Persons Place of Usual Residence","Australian","Not attending","Managers, nfd","Over 65","Female","Postgrad",58
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Male","No qualification",3
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Male"," Cert III/IV",0
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Male","Dip/Ad-dip",3
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Male","Bachelor",13
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Male","Postgrad",0
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Female","No qualification",0
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Female","Dip/Ad-dip",3
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Female","Bachelor",4
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","25-34","Female","Postgrad",6
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Male","No qualification",9
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Male"," Cert III/IV",18
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Male","Dip/Ad-dip",13
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Male","Bachelor",21
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Male","Postgrad",4
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Female","No qualification",9
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Female","Dip/Ad-dip",7
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Female","Bachelor",20
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","35-44","Female","Postgrad",10
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Male","No qualification",16
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Male"," Cert III/IV",10
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Male","Dip/Ad-dip",17
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Male","Bachelor",33
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Male","Postgrad",34
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Female","No qualification",9
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Female","Dip/Ad-dip",4
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Female","Bachelor",10
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","45-54","Female","Postgrad",10
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Male","No qualification",19
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Male"," Cert III/IV",9
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Male","Dip/Ad-dip",5
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Male","Bachelor",21
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Male","Postgrad",22
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Female","No qualification",9
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Female","Dip/Ad-dip",3
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Female","Bachelor",10
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","55-64","Female","Postgrad",7
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Male","No qualification",13
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Male"," Cert III/IV",11
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Male","Dip/Ad-dip",4
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Male","Bachelor",13
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Male","Postgrad",17
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Female","No qualification",10
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Female","Dip/Ad-dip",0
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Female","Bachelor",5
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives, General Managers and Legislators, nfd","Over 65","Female","Postgrad",7
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","25-34","Male","No qualification",572
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","25-34","Male"," Cert III/IV",536
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","25-34","Male","Dip/Ad-dip",284
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","25-34","Male","Bachelor",914
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","25-34","Male","Postgrad",336
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","25-34","Female","No qualification",140
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","25-34","Female"," Cert III/IV",80
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","25-34","Female","Dip/Ad-dip",126
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","25-34","Female","Bachelor",357
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","25-34","Female","Postgrad",146
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","35-44","Male","No qualification",1688
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","35-44","Male"," Cert III/IV",1372
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","35-44","Male","Dip/Ad-dip",966
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","35-44","Male","Bachelor",2902
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","35-44","Male","Postgrad",1581
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","35-44","Female","No qualification",411
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","35-44","Female"," Cert III/IV",145
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","35-44","Female","Dip/Ad-dip",335
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","35-44","Female","Bachelor",983
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","35-44","Female","Postgrad",591
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","45-54","Male","No qualification",2778
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","45-54","Male"," Cert III/IV",2243
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","45-54","Male","Dip/Ad-dip",1491
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","45-54","Male","Bachelor",3961
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","45-54","Male","Postgrad",3003
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","45-54","Female","No qualification",723
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","45-54","Female"," Cert III/IV",172
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","45-54","Female","Dip/Ad-dip",519
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","45-54","Female","Bachelor",1113
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","45-54","Female","Postgrad",1073
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","55-64","Male","No qualification",2321
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","55-64","Male"," Cert III/IV",1647
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","55-64","Male","Dip/Ad-dip",1216
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","55-64","Male","Bachelor",2876
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","55-64","Male","Postgrad",2173
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","55-64","Female","No qualification",597
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","55-64","Female"," Cert III/IV",90
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","55-64","Female","Dip/Ad-dip",353
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","55-64","Female","Bachelor",728
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","55-64","Female","Postgrad",771
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","Over 65","Male","No qualification",1399
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","Over 65","Male"," Cert III/IV",729
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","Over 65","Male","Dip/Ad-dip",619
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","Over 65","Male","Bachelor",1071
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","Over 65","Male","Postgrad",644
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","Over 65","Female","No qualification",222
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","Over 65","Female"," Cert III/IV",35
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","Over 65","Female","Dip/Ad-dip",100
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","Over 65","Female","Bachelor",156
"Persons Place of Usual Residence","Australian","Not attending","Chief Executives and Managing Directors","Over 65","Female","Postgrad",151
"Persons Place of Usual Residence","Australian","Not attending","General Managers","25-34","Male","No qualification",804
"Persons Place of Usual Residence","Australian","Not attending","General Managers","25-34","Male"," Cert III/IV",566
"Persons Place of Usual Residence","Australian","Not attending","General Managers","25-34","Male","Dip/Ad-dip",436
"Persons Place of Usual Residence","Australian","Not attending","General Managers","25-34","Male","Bachelor",957
"Persons Place of Usual Residence","Australian","Not attending","General Managers","25-34","Male","Postgrad",315
"Persons Place of Usual Residence","Australian","Not attending","General Managers","25-34","Female","No qualification",354
"Persons Place of Usual Residence","Australian","Not attending","General Managers","25-34","Female"," Cert III/IV",204
"Persons Place of Usual Residence","Australian","Not attending","General Managers","25-34","Female","Dip/Ad-dip",294
"Persons Place of Usual Residence","Australian","Not attending","General Managers","25-34","Female","Bachelor",630
"Persons Place of Usual Residence","Australian","Not attending","General Managers","25-34","Female","Postgrad",217
"Persons Place of Usual Residence","Australian","Not attending","General Managers","35-44","Male","No qualification",1906
"Persons Place of Usual Residence","Australian","Not attending","General Managers","35-44","Male"," Cert III/IV",1309
"Persons Place of Usual Residence","Australian","Not attending","General Managers","35-44","Male","Dip/Ad-dip",1434
"Persons Place of Usual Residence","Australian","Not attending","General Managers","35-44","Male","Bachelor",2672
"Persons Place of Usual Residence","Australian","Not attending","General Managers","35-44","Male","Postgrad",1591
"Persons Place of Usual Residence","Australian","Not attending","General Managers","35-44","Female","No qualification",698
"Persons Place of Usual Residence","Australian","Not attending","General Managers","35-44","Female"," Cert III/IV",245
"Persons Place of Usual Residence","Australian","Not attending","General Managers","35-44","Female","Dip/Ad-dip",578
"Persons Place of Usual Residence","Australian","Not attending","General Managers","35-44","Female","Bachelor",1383
"Persons Place of Usual Residence","Australian","Not attending","General Managers","35-44","Female","Postgrad",810
"Persons Place of Usual Residence","Australian","Not attending","General Managers","45-54","Male","No qualification",2177
"Persons Place of Usual Residence","Australian","Not attending","General Managers","45-54","Male"," Cert III/IV",1586
"Persons Place of Usual Residence","Australian","Not attending","General Managers","45-54","Male","Dip/Ad-dip",1640
"Persons Place of Usual Residence","Australian","Not attending","General Managers","45-54","Male","Bachelor",2884
"Persons Place of Usual Residence","Australian","Not attending","General Managers","45-54","Male","Postgrad",2349
"Persons Place of Usual Residence","Australian","Not attending","General Managers","45-54","Female","No qualification",885
"Persons Place of Usual Residence","Australian","Not attending","General Managers","45-54","Female"," Cert III/IV",254
"Persons Place of Usual Residence","Australian","Not attending","General Managers","45-54","Female","Dip/Ad-dip",683
"Persons Place of Usual Residence","Australian","Not attending","General Managers","45-54","Female","Bachelor",1156
"Persons Place of Usual Residence","Australian","Not attending","General Managers","45-54","Female","Postgrad",965
"Persons Place of Usual Residence","Australian","Not attending","General Managers","55-64","Male","No qualification",1434
"Persons Place of Usual Residence","Australian","Not attending","General Managers","55-64","Male"," Cert III/IV",933
"Persons Place of Usual Residence","Australian","Not attending","General Managers","55-64","Male","Dip/Ad-dip",940
"Persons Place of Usual Residence","Australian","Not attending","General Managers","55-64","Male","Bachelor",1610
"Persons Place of Usual Residence","Australian","Not attending","General Managers","55-64","Male","Postgrad",1263
"Persons Place of Usual Residence","Australian","Not attending","General Managers","55-64","Female","No qualification",591
"Persons Place of Usual Residence","Australian","Not attending","General Managers","55-64","Female"," Cert III/IV",104
"Persons Place of Usual Residence","Australian","Not attending","General Managers","55-64","Female","Dip/Ad-dip",375
"Persons Place of Usual Residence","Australian","Not attending","General Managers","55-64","Female","Bachelor",602
"Persons Place of Usual Residence","Australian","Not attending","General Managers","55-64","Female","Postgrad",606
"Persons Place of Usual Residence","Australian","Not attending","General Managers","Over 65","Male","No qualification",545
"Persons Place of Usual Residence","Australian","Not attending","General Managers","Over 65","Male"," Cert III/IV",285
"Persons Place of Usual Residence","Australian","Not attending","General Managers","Over 65","Male","Dip/Ad-dip",268
"Persons Place of Usual Residence","Australian","Not attending","General Managers","Over 65","Male","Bachelor",576
"Persons Place of Usual Residence","Australian","Not attending","General Managers","Over 65","Male","Postgrad",416
"Persons Place of Usual Residence","Australian","Not attending","General Managers","Over 65","Female","No qualification",201
"Persons Place of Usual Residence","Australian","Not attending","General Managers","Over 65","Female"," Cert III/IV",22
"Persons Place of Usual Residence","Australian","Not attending","General Managers","Over 65","Female","Dip/Ad-dip",72
"Persons Place of Usual Residence","Australian","Not attending","General Managers","Over 65","Female","Bachelor",113
"Persons Place of Usual Residence","Australian","Not attending","General Managers","Over 65","Female","Postgrad",127
"Persons Place of Usual Residence","Australian","Not attending","Legislators","25-34","Male","No qualification",13
"Persons Place of Usual Residence","Australian","Not attending","Legislators","25-34","Male"," Cert III/IV",11
"Persons Place of Usual Residence","Australian","Not attending","Legislators","25-34","Male","Dip/Ad-dip",4
"Persons Place of Usual Residence","Australian","Not attending","Legislators","25-34","Male","Bachelor",35
"Persons Place of Usual Residence","Australian","Not attending","Legislators","25-34","Male","Postgrad",9
"Persons Place of Usual Residence","Australian","Not attending","Legislators","25-34","Female","No qualification",9
"Persons Place of Usual Residence","Australian","Not attending","Legislators","25-34","Female"," Cert III/IV",3
"Persons Place of Usual Residence","Australian","Not attending","Legislators","25-34","Female","Dip/Ad-dip",8
"Persons Place of Usual Residence","Australian","Not attending","Legislators","25-34","Female","Bachelor",35
"Persons Place of Usual Residence","Australian","Not attending","Legislators","25-34","Female","Postgrad",10
"Persons Place of Usual Residence","Australian","Not attending","Legislators","35-44","Male","No qualification",31
"Persons Place of Usual Residence","Australian","Not attending","Legislators","35-44","Male"," Cert III/IV",13
"Persons Place of Usual Residence","Australian","Not attending","Legislators","35-44","Male","Dip/Ad-dip",11
"Persons Place of Usual Residence","Australian","Not attending","Legislators","35-44","Male","Bachelor",68
"Persons Place of Usual Residence","Australian","Not attending","Legislators","35-44","Male","Postgrad",46
"Persons Place of Usual Residence","Australian","Not attending","Legislators","35-44","Female","No qualification",18
"Persons Place of Usual Residence","Australian","Not attending","Legislators","35-44","Female"," Cert III/IV",0
"Persons Place of Usual Residence","Australian","Not attending","Legislators","35-44","Female","Dip/Ad-dip",14
"Persons Place of Usual Residence","Australian","Not attending","Legislators","35-44","Female","Bachelor",60
"Persons Place of Usual Residence","Australian","Not attending","Legislators","35-44","Female","Postgrad",37
"Persons Place of Usual Residence","Australian","Not attending","Legislators","45-54","Male","No qualification",65
"Persons Place of Usual Residence","Australian","Not attending","Legislators","45-54","Male"," Cert III/IV",38
"Persons Place of Usual Residence","Australian","Not attending","Legislators","45-54","Male","Dip/Ad-dip",41
"Persons Place of Usual Residence","Australian","Not attending","Legislators","45-54","Male","Bachelor",80
"Persons Place of Usual Residence","Australian","Not attending","Legislators","45-54","Male","Postgrad",67
"Persons Place of Usual Residence","Australian","Not attending","Legislators","45-54","Female","No qualification",48
"Persons Place of Usual Residence","Australian","Not attending","Legislators","45-54","Female"," Cert III/IV",10
"Persons Place of Usual Residence","Australian","Not attending","Legislators","45-54","Female","Dip/Ad-dip",31
"Persons Place of Usual Residence","Australian","Not attending","Legislators","45-54","Female","Bachelor",100
"Persons Place of Usual Residence","Australian","Not attending","Legislators","45-54","Female","Postgrad",41
"Persons Place of Usual Residence","Australian","Not attending","Legislators","55-64","Male","No qualification",110
"Persons Place of Usual Residence","Australian","Not attending","Legislators","55-64","Male"," Cert III/IV",45
"Persons Place of Usual Residence","Australian","Not attending","Legislators","55-64","Male","Dip/Ad-dip",29
"Persons Place of Usual Residence","Australian","Not attending","Legislators","55-64","Male","Bachelor",93
"Persons Place of Usual Residence","Australian","Not attending","Legislators","55-64","Male","Postgrad",61
"Persons Place of Usual Residence","Australian","Not attending","Legislators","55-64","Female","No qualification",40
"Persons Place of Usual Residence","Australian","Not attending","Legislators","55-64","Female"," Cert III/IV",8
"Persons Place of Usual Residence","Australian","Not attending","Legislators","55-64","Female","Dip/Ad-dip",30
"Persons Place of Usual Residence","Australian","Not attending","Legislators","55-64","Female","Bachelor",56
"Persons Place of Usual Residence","Australian","Not attending","Legislators","55-64","Female","Postgrad",55
"Persons Place of Usual Residence","Australian","Not attending","Legislators","Over 65","Male","No qualification",79
"Persons Place of Usual Residence","Australian","Not attending","Legislators","Over 65","Male"," Cert III/IV",28
"Persons Place of Usual Residence","Australian","Not attending","Legislators","Over 65","Male","Dip/Ad-dip",37
"Persons Place of Usual Residence","Australian","Not attending","Legislators","Over 65","Male","Bachelor",48
"Persons Place of Usual Residence","Australian","Not attending","Legislators","Over 65","Male","Postgrad",42
"Persons Place of Usual Residence","Australian","Not attending","Legislators","Over 65","Female","No qualification",43
"Persons Place of Usual Residence","Australian","Not attending","Legislators","Over 65","Female"," Cert III/IV",3
"Persons Place of Usual Residence","Australian","Not attending","Legislators","Over 65","Female","Dip/Ad-dip",22
"Persons Place of Usual Residence","Australian","Not attending","Legislators","Over 65","Female","Bachelor",26
"Persons Place of Usual Residence","Australian","Not attending","Legislators","Over 65","Female","Postgrad",20
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","25-34","Male","No qualification",276
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","25-34","Male"," Cert III/IV",212
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","25-34","Male","Dip/Ad-dip",52
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","25-34","Male","Bachelor",83
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","25-34","Male","Postgrad",8
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","25-34","Female","No qualification",51
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","25-34","Female"," Cert III/IV",25
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","25-34","Female","Dip/Ad-dip",18
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","25-34","Female","Bachelor",31
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","25-34","Female","Postgrad",0
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","35-44","Male","No qualification",478
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","35-44","Male"," Cert III/IV",282
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","35-44","Male","Dip/Ad-dip",113
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","35-44","Male","Bachelor",119
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","35-44","Male","Postgrad",3
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","35-44","Female","No qualification",130
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","35-44","Female"," Cert III/IV",34
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","35-44","Female","Dip/Ad-dip",42
"Persons Place of Usual Residence","Australian","Not attending","Farmers and Farm Managers, nfd","35-44","Female","Bachelor",69
